영업소코드,영업소명,고속도로운영기관구분코드,TCS노선번호,TCS본부코드,TCS지사코드,영업형태구분코드,영업방식구분코드,전화번호,가동영업소여부,입구차로수,출구차로수,가변차로수,민자마지막IC여부,가상영업소여부
468,승주(특),00,025,904,510300,0,0,0661-52-7474,N,1,2,0,N,Y
530,내장산,00,025,927,810100,0,2,063- 534-0206,Y,1,10,0,N,N
601,남천안,01,025,907,900100,0,2,041-850-6764,Y,4,6,0,Y,N
602,풍세상,01,025,907,900100,0,2,041-850-6768,Y,1,4,2,Y,N
603,정안,01,025,907,900100,0,2,041-850-6787,Y,0,0,0,N,N
604,남공주,01,025,907,900100,0,2,041-850-6806,Y,0,0,0,N,N
605,탄천,01,025,907,900100,0,2,041-850-6809,Y,0,0,0,N,N
606,서논산,01,025,907,900100,0,2,041-850--6828,Y,0,0,0,N,N
607,연무,01,025,907,900100,0,2,041-850-6860,Y,0,0,0,N,N
608,남논산하,01,025,907,900100,0,2,041-850-6870,Y,0,0,0,Y,N
609,풍세상2,01,025,907,900100,0,0,041- 850-6767,Y,0,0,0,Y,Y
612,풍세하,01,025,907,900100,0,2,041-850-6769,Y,0,0,0,Y,N
613,남풍세,01,025,907,900100,0,2,041-850-6794,Y,0,0,0,N,N
618,남논산상,01,025,907,900100,0,2,041-850-6870,Y,0,0,0,Y,N
619,풍세하2,01,025,907,900100,0,0,041- 850-6767,Y,0,0,0,Y,Y
801,남천안(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
802,풍세상(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
803,정안(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
804,남공주(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
805,탄천(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
806,서논산(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
807,연무(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
808,남논산하(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
809,풍세상2(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
812,풍세하(특),01,025,907,900100,0,0,,N,0,0,0,Y,Y
813,남풍세(특),01,025,907,900100,0,0,,N,0,0,0,N,Y
818,남논산상(특),01,025,907,900100,0,0,,N,0,0,0,Y,Y
819,풍세하2(특),01,025,907,900100,0,0,,N,0,0,0,Y,Y
109,계룡,00,027,927,810400,0,2,042- 841-2504,Y,1,2,2,N,N
151,북대전,00,027,903,410200,0,2,042-864-2504,Y,3,6,0,N,N
152,유성,00,027,903,410200,0,2,042-825-2504,Y,4,9,0,N,N
309,계룡(특),00,027,927,810400,0,0,,N,0,0,0,N,Y
351,북대전(특),00,027,903,410200,0,0,042-862-3477,N,1,1,0,N,Y
352,유성(특),00,027,903,410200,0,0,042-822-0058,N,2,3,0,N,Y
599,양촌,00,027,927,810400,0,1,042-841-2504,Y,3,3,0,N,N
799,양촌(특),00,027,927,810400,0,1,055-761-7652,N,3,3,0,N,Y
531,문의,00,030,958,411000,0,2,043-284-2504,Y,3,4,0,N,N
532,회인,00,030,958,411000,0,2,043-544-0130,Y,5,9,0,N,N
533,보은,00,030,958,411000,0,2,043-544-0137,Y,3,4,0,N,N
534,속리산,00,030,958,411000,0,2,043-544-0141,Y,2,3,0,N,N
535,화서,00,030,958,411000,0,2,054-531-2504,Y,2,3,0,N,N
536,남상주,00,030,958,411000,0,2,054-531-3891,Y,3,4,0,N,N
571,면천,00,030,903,410700,0,2,041-354-2331,Y,2,3,0,N,N
572,고덕,00,030,903,410700,0,2,041- 338-2504,Y,2,3,0,N,N
573,예산수덕사,00,030,903,411100,0,2,041-3312503,Y,3,4,0,N,N
574,신양,00,030,903,411100,0,2,041-332-2507,Y,2,3,0,N,N
575,유구,00,030,903,411100,0,2,041-841-2255,Y,2,3,0,N,N
576,마곡사,00,030,903,411100,0,2,041-841-2554,Y,2,3,0,N,N
577,공주,00,030,903,411100,0,2,041-853-2504,Y,3,5,0,N,N
578,서세종,00,030,903,411100,0,2,044-881-2504,Y,2,3,0,N,N
579,남세종,00,030,903,411100,0,2,042-826-2503,Y,3,5,0,N,N
712,동상주,00,030,905,610900,0,2,054-534-8820,Y,3,3,0,N,N
713,서의성,00,030,905,610900,0,2,054-862-8802,Y,3,3,0,N,N
714,북의성,00,030,905,610900,0,2,054-834-8802,Y,3,3,0,N,N
715,동안동,00,030,905,610900,0,2,054-821-8803,Y,3,3,0,N,N
716,청송,00,030,905,610900,0,2,054-872-8805,Y,3,3,0,N,N
748,동청송영양,00,030,905,610900,0,2,054-873-8801,Y,3,3,0,N,N
749,영덕,00,030,905,610900,0,2,054-733-8804,Y,3,5,0,N,N
767,구병산,00,030,958,411000,0,1,043-544-0141,Y,1,1,0,N,N
771,면천(특),00,030,903,410700,0,0,,N,0,0,0,N,Y
772,고덕(특),00,030,903,410700,0,0,,N,0,0,0,N,Y
773,예산수덕(특),00,030,903,411100,0,0,,N,0,0,0,N,Y
774,신양(특),00,030,903,411100,0,0,,N,0,0,0,N,Y
775,유구(특),00,030,903,411100,0,0,,N,0,0,0,N,Y
776,마곡사(특),00,030,903,411100,0,0,,N,0,0,0,N,Y
777,공주(특),00,030,903,411100,0,0,,N,0,0,0,N,Y
778,서세종(특),00,030,903,411100,0,0,,N,0,0,0,N,Y
779,남세종(특),00,030,903,411100,0,0,,N,0,0,0,N,Y
796,테스트,00,030,903,410700,0,2,041- 338-2504,Y,2,3,0,N,N
912,동상주(특),00,030,905,610900, , ,,N,0,0,0,N,Y
913,서의성(특),00,030,905,610900, , ,,N,0,0,0,N,Y
914,북의성(특),00,030,905,610900, , ,,N,0,0,0,N,Y
915,동안동(특),00,030,905,610900, , ,,N,0,0,0,N,Y
916,청송(특),00,030,905,610900, , ,,N,0,0,0,N,Y
948,동청송(특),00,030,905,610900, , ,,N,0,0,0,N,Y
949,영덕(특),00,030,905,610900, , ,,N,0,0,0,N,Y
851,서오창,46,032,956,904600,0,2,043-241-9168,Y,0,0,0,N,N
066,하남,00,035,901,210400,1,2,031-792-1205,Y,4,4,0,N,N
104,지곡,00,035,906,710600,0,2,055- 964-2264,Y,2,10,0,N,N
114,남대전,00,035,927,810300,0,2,042- 272-2618,Y,2,3,0,N,N
119,판암,00,035,903,410500,0,2,042-283-2504,Y,2,4,0,N,N
164,무주,00,035,927,810300,0,2,063-324-2584,Y,3,6,0,N,N
168,덕유산,00,035,927,810300,0,2,063-323-3393,Y,1,10,0,N,N
170,서상,00,035,906,710600,0,2,055-964-2270,Y,1,10,0,N,N
190,동서울,00,035,901,210400,0,2,031-791-7590,Y,12,30,0,N,N
191,경기광주,00,035,901,210400,0,2,031-762-2818,Y,3,5,0,N,N
192,곤지암,00,035,901,210400,0,2,031-762-8193,Y,3,7,0,N,N
193,일죽,00,035,958,410400,0,2,031-676-6580,Y,2,4,0,N,N
194,서이천,00,035,901,210400,0,2,031-636-7095,Y,2,10,0,N,N
195,대소,00,035,958,410400,0,2,043-882-2504,Y,2,5,0,N,N
196,진천,00,035,958,410400,0,2,043-532-2504,Y,2,4,0,N,N
197,증평,00,035,958,410400,0,2,043-218-2504,Y,2,4,0,N,N
198,서청주,00,035,958,410400,0,2,043-233-2719,Y,3,5,0,N,N
199,오창,00,035,958,410400,0,2,043-218-1504,Y,2,4,0,N,N
200,금산,00,035,927,810300,0,2,041-751-2504,Y,2,5,0,N,N
204,추부,00,035,927,810300,0,2,041-752-8732,Y,2,4,0,N,N
221,생초,00,035,906,710600,0,2,055-973-9018,Y,1,2,0,N,N
222,산청,00,035,906,710600,0,2,055-973-9019,Y,1,2,0,N,N
223,단성,00,035,906,710600,0,2,055-973-9020,Y,2,3,0,N,N
225,서진주,00,035,906,710600,0,2,055-748-1085,Y,3,5,0,N,N
304,지곡(특),00,035,906,710600,0,0,,N,0,0,0,N,Y
314,남대전(특),00,035,927,810300,0,0,0345-83-9661,N,4,4,0,N,Y
319,판암(특),00,035,903,410500,0,0,,N,1,1,0,N,Y
364,무주(특),00,035,927,810300,0,0,0345-83-9661,N,4,4,0,N,Y
368,덕유산(특),00,035,927,810300,0,0,,N,0,0,0,N,Y
370,서상(특),00,035,906,710600,0,0,,N,0,0,0,N,Y
390,동서울(특),00,035,901,210400,0,0,02-742-5036,N,4,10,4,N,Y
391,경기광주(특),00,035,901,210400,0,0,0347-62-2818,N,2,4,0,N,Y
392,곤지암(특),00,035,901,210400,0,0,0347-62-8193,N,2,4,0,N,Y
393,일죽(특),00,035,958,410400,0,0,0334-73-6583,N,1,2,0,N,Y
394,서이천(특),00,035,901,210400,0,0,,N,0,0,0,N,Y
395,대소(특),00,035,958,410400,0,0,0446-78-8338,N,2,3,0,N,Y
396,진천(특),00,035,958,410400,0,0,0434-33-0444,N,1,2,0,N,Y
397,증평(특),00,035,958,410400,0,0,0431-50-3746,N,1,2,0,N,Y
398,서청주(특),00,035,958,410400,0,0,0431-65-2719,N,2,3,0,N,Y
399,오창(특),00,035,958,410400,0,0,,N,0,0,0,N,Y
400,금산(특),00,035,927,810300,0,0,0345-83-9661,N,4,4,0,N,Y
404,추부(특),00,035,927,810300,0,0,0345-83-9661,N,4,4,0,N,Y
421,생초(특),00,035,906,710600,0,0,0345-83-9661,N,4,3,0,N,Y
422,산청(특),00,035,906,710600,0,0,0345-83-9661,N,4,3,0,N,Y
423,단성(특),00,035,906,710600,0,0,0345-83-9661,N,4,4,0,N,Y
425,서진주(특),00,035,906,710600,0,0,0345-83-9661,N,4,4,0,N,Y
426,내동(특),00,035,906,      ,0,0,0345-83-9661,N,4,6,0,N,Y
512,연화산,00,035,906,710700,0,2,055-674-1107,Y,1,2,0,N,N
513,고성,00,035,906,710700,0,2,055-674-1558,Y,2,4,0,N,N
514,동고성,00,035,906,710700,0,2,055-673-2797,Y,1,2,0,N,N
515,북통영,00,035,906,710700,0,2,055-642-1405,Y,2,2,0,N,N
516,통영,00,035,906,710700,0,2,055-648-0572,Y,3,5,0,N,N
705,남이천,00,035,958,410400,0,2,031-633-8836,Y,3,3,0,N,N
729,신둔,00,035,901,210400,0,1,031-636-7095,Y,1,1,0,N,N
736,삼성,00,035,958,410400,0,1,043-882-2504,Y,2,5,0,N,N
905,남이천(특),00,035,958,410400,0,0,,N,0,0,0,N,Y
908,동경주(특),00,035,906,710800,0,0,,N,0,0,0,N,Y
936,삼성(특),00,035,958,410400, , ,,N,0,0,0,N,Y
128,금왕꽃동네,00,040,958,310800,0,2,043-882-1504,Y,2,3,0,N,N
136,음성,00,040,958,310800,0,2,043-883-2504,Y,2,3,0,N,N
188,서충주,00,040,958,310800,0,2,043-845-2504,Y,2,3,0,N,N
297,동충주,00,040,958,310800,0,2,043-724-9115,Y,2,3,0,N,N
328,금왕꽃동네(특),00,040,958,310800,0,0,0522-62-0209,N,1,1,1,N,Y
336,음성(특),00,040,958,310800,0,0,0522-62-0209,N,1,1,1,N,Y
388,서충주(특),00,040,958,310800,0,0,,N,0,0,0,N,Y
497,동충주(특),00,040,958,310800,0,0,034-846-1005,N,1,4,0,N,Y
540,청북,00,040,901,210700,0,2,031-683-1925,Y,2,10,0,N,N
541,송탄,00,040,901,210700,0,2,031-665-7548,Y,2,10,0,N,N
542,서안성,00,040,901,210700,0,2,031-653-6435,Y,2,10,0,N,N
543,남안성,00,040,901,210700,0,2,031-677-5250,Y,3,11,0,N,N
555,북진천,00,040,958,310800,0,2,043-534-2504,Y,3,3,0,N,N
740,청북(특),00,040,901,210700,0,0,,N,0,0,0,N,Y
741,평택고덕,00,040,901,210700,0,2,031-664-4565,Y,4,8,0,N,N
742,서안성(특),00,040,901,210700,0,0,,N,0,0,0,N,Y
743,남안성(특),00,040,901,210700,0,0,,N,0,0,0,N,Y
520,평택,00,041,901,210700,0,2,031-684-2504,Y,3,4,0,N,N
720,평택(특),00,041,901,210700,0,0,,N,0,0,0,N,Y
124,상주,00,045,958,610600,0,2,054-533-8900,Y,2,10,0,N,N
134,선산,00,045,905,610800,0,2,054-482-0048,Y,1,10,0,N,N
233,현풍,00,045,906,710200,0,2,053-611-4532,Y,2,3,0,N,N
235,창녕,00,045,906,710200,0,2,055-533-4416,Y,2,3,0,N,N
236,영산,00,045,906,710200,0,2,055-521-3001,Y,2,3,0,N,N
237,남지,00,045,906,710200,0,2,055-526-1790,Y,2,3,0,N,N
238,칠서,00,045,906,710200,0,2,055-587-2591,Y,2,3,0,N,N
239,칠원,00,045,906,710200,0,2,(055-587-4610,Y,4,6,0,N,N
324,상주(특),00,045,958,610600,0,0,,N,0,0,0,N,Y
334,선산(특),00,045,905,610800,0,0,,N,0,0,0,N,Y
433,현풍(특),00,045,906,710200,0,0,053-251-6114,N,2,3,0,N,Y
435,창녕(특),00,045,906,710200,0,0,0551-82-9851/4,N,1,2,0,N,Y
436,영산(특),00,045,906,710200,0,0,0551-82-9851/4,N,2,3,0,N,Y
437,남지(특),00,045,906,710200,0,0,0551-82-9851/4,N,1,2,0,N,Y
438,칠서(특),00,045,906,710200,0,0,0551-82-9851/4,N,2,5,0,N,Y
439,칠원(특),00,045,906,710200,0,0,0551-82-9851/4,N,4,8,0,N,Y
500,남여주,00,045,902,210600,0,2,031-881-4228,Y,2,3,0,N,N
517,양평,00,045,902,210600,0,2,031-771-0390,Y,2,10,0,N,N
537,남김천,00,045,905,610800,0,2,054-431-8950,Y,3,3,0,N,N
538,성주,00,045,905,610800,0,2,054-933-8721,Y,2,3,0,N,N
539,남성주,00,045,905,610800,0,2,054-933-0351,Y,2,3,0,N,N
560,감곡,00,045,958,310600,0,2,043-882-5056,Y,2,10,0,N,N
561,북충주,00,045,958,310600,0,2,043-855-3016,Y,2,10,0,N,N
562,충주,00,045,958,310600,0,2,043-848-7061,Y,3,5,0,N,N
563,괴산,00,045,958,310600,0,2,043-832-4638,Y,1,10,0,N,N
564,연풍,00,045,958,310600,0,2,043-834-1050,Y,1,10,0,N,N
565,문경새재,00,045,958,610600,0,2,054-571-7400,Y,3,10,0,N,N
566,점촌함창,00,045,958,610600,0,2,054-541-8700,Y,2,10,0,N,N
570,북상주,00,045,958,610600,0,2,054-541-1876,Y,2,11,0,N,N
597,서여주,00,045,902,210600,0,2,031-883-8262,Y,2,10,0,N,N
598,북여주,00,045,902,210600,0,2,031-884-2257,Y,2,10,0,N,N
700,남여주(특),00,045,902,210600,0,2,031-883-8262,N,2,10,0,N,Y
717,양평(특),00,045,902,210600,0,0,,N,0,0,0,N,Y
735,남양평,00,045,902,210600,0,1,031-771-0390,Y,2,10,0,N,N
737,남김천(특),00,045,905,610800,0,0,,N,0,0,0,N,Y
738,성주(특),00,045,905,610800,0,0,,N,0,0,0,N,Y
739,남성주(특),00,045,905,610800,0,0,,N,0,0,0,N,Y
762,충주(특),00,045,958,310600,0,0,043-846-1005,N,1,1,0,N,Y
763,괴산(특),00,045,958,310600,0,0,,N,1,1,0,N,Y
764,연풍(특),00,045,958,310600,0,0,,N,0,0,0,N,Y
770,북상주(특),00,045,958,610600,0,0,,N,0,0,0,N,Y
798,북여주(특),00,045,902,210600,0,0,043-881-2481,N,1,4,0,N,Y
935,남양평(특),00,045,902,210600, , ,,N,0,0,0,N,Y
021,둔내(개),00,050,902,310100,1,0,0372-342-1165,N,2,2,2,N,N
102,동수원,00,050,901,210200,0,2,031-251-5742,Y,10,11,0,N,N
171,마성,00,050,901,210200,0,2,031-332-5387,Y,3,11,0,N,N
172,용인,00,050,902,210600,0,2,031-335-2373,Y,3,6,80,N,N
173,양지,00,050,902,210600,0,2,031-338-3047,Y,3,5,0,N,N
175,덕평,00,050,902,210600,0,2,031-632-2059,Y,2,3,0,N,N
176,이천,00,050,902,210600,0,2,031- 638-2263,Y,4,6,0,N,N
177,여주,00,050,902,310100,0,2,031-883-5900,Y,3,4,0,N,N
178,문막,00,050,902,310100,0,2,033-735-7079,Y,2,4,0,N,N
180,원주,00,050,902,310100,0,2,033-734-4093,Y,2,6,0,N,N
181,새말,00,050,902,310100,0,2,033-344-9078,Y,2,3,0,N,N
182,둔내,00,050,902,310100,0,2,033-342-1165,Y,2,3,0,N,N
183,면온,00,050,902,310200,0,2,033-334-3005,Y,2,4,0,N,N
184,대관령,00,050,902,310200,0,2,033-335-5680,Y,2,10,0,N,N
185,평창,00,050,902,310200,0,2,033-334-3006,Y,2,3,0,N,N
186,속사,00,050,902,310200,0,2,033-334-3007,Y,1,3,0,N,N
187,진부,00,050,902,310200,0,2,033-335-3001,Y,2,4,0,N,N
212,북수원,00,050,901,210200,0,2,031-251-6480,Y,5,9,0,N,N
213,부곡,00,050,901,210200,0,2,031-462-3561,Y,3,6,0,N,N
214,동군포,00,050,901,210200,0,2,031-461-9317,Y,2,9,0,N,N
215,군포,00,050,901,210200,0,2,031- 437-2630,Y,3,10,0,N,N
220,덕평휴게소,00,050,902,210600,0,1,031-632-2059,Y,2,3,0,N,N
254,군자,00,050,901,210200,0,2,031-498-0267,Y,10,16,1,N,N
255,서안산,00,050,901,210200,0,2,031-433-7537,Y,5,11,2,N,N
256,안산,00,050,901,210200,0,2,031-480-9566,Y,3,9,0,N,N
302,동수원(특),00,050,901,210200,0,0,0331-281-9390,N,6,10,3,N,Y
371,마성(특),00,050,901,210200,0,0,0335-32-5387,N,2,3,0,N,Y
372,용인(특),00,050,902,210600,0,0,0335-35-2373,N,2,3,0,N,Y
373,양지(특),00,050,902,210600,0,0,0335-32-3047,N,1,2,0,N,Y
375,덕평(특),00,050,902,210600,0,0,0336-32-2059,N,1,2,0,N,Y
376,이천(특),00,050,902,210600,0,0,0336-636-3603,N,2,4,0,N,Y
377,여주(특),00,050,902,310100,0,0,0337-83-5900,N,1,2,0,N,Y
378,문막(특),00,050,902,310100,0,0,0371-731-7079,N,2,3,0,N,Y
380,원주(특),00,050,902,310100,0,0,0371-42-4093,N,2,3,0,N,Y
381,새말(특),00,050,902,310100,0,0,0371-731-9078,N,1,3,1,N,Y
382,둔내(특),00,050,902,310100,0,0,,N,0,0,0,N,Y
383,면온(특),00,050,902,310200,0,0,,N,0,0,0,N,Y
384,횡계(특),00,050,902,310200,0,0,,N,0,0,0,N,Y
385,장평(특),00,050,902,310200,0,0,,N,0,0,0,N,Y
386,속사(특),00,050,902,310200,0,0,,N,0,0,0,N,Y
387,진부(특),00,050,902,310200,0,0,,N,0,0,0,N,Y
412,북수원(특),00,050,901,210200,0,0,0334-73-6583,N,2,4,0,N,Y
413,부곡(특),00,050,901,210200,0,0,0334-73-6583,N,2,4,0,N,Y
414,동군포(특),00,050,901,210200,0,0,0334-73-6583,N,2,4,0,N,Y
415,군포(특),00,050,901,210200,0,0,0334-73-6583,N,2,4,0,N,Y
420,덕평복합(특),00,050,902,210600,0,2,0345-83-9661,N,4,9,0,N,Y
454,군자(특),00,050,901,210200,0,0,0334-73-6583,N,2,4,0,N,Y
455,서안산(특),00,050,901,210200,0,0,0334-73-6583,N,2,4,0,N,Y
456,안산(특),00,050,901,210200,0,0,0334-73-6583,N,2,4,0,N,Y
734,동둔내,00,050,902,310200,0,1,033-334-3005,Y,2,3,0,N,N
934,동둔내(특),00,050,902,310200, , ,,N,0,0,0,N,Y
660,초월,34,054,944,903400,0,2,070-8031-5376,Y,0,0,0,N,N
661,동곤지암,34,054,944,903400,0,2,070-8032-4140,Y,0,0,0,N,N
662,흥천이포,34,054,944,903400,0,2,031-775-2665,Y,0,0,0,N,N
663,대신,34,054,944,903400,0,2,031-775-7306,Y,0,0,0,N,N
664,동여주,34,054,944,903400,0,2,070-8032-4140,Y,0,0,0,N,N
665,동양평,34,054,944,903400,0,2,070-8031-5399,Y,0,0,0,N,N
666,서원주,34,054,944,903400,0,2,033-731-8068,Y,0,0,0,N,N
667,경기광주JC,34,054,944,903400,0,2,070-8032-4140,Y,0,0,0,N,N
668,신평JC,34,054,944,903400,0,2,070-8032-4140,Y,0,0,0,N,N
669,원주JC,34,054,944,903400,0,2,070-8032-4140,Y,0,0,0,N,N
687,경기광주JC2,34,054,944,903400,0,2,,Y,0,0,0,N,Y
688,신평JC2,34,054,944,903400,0,2,,Y,0,0,0,N,Y
689,원주JC2,34,054,944,903400,0,2,,Y,0,0,0,N,Y
868,신평JC(특),34,054,944,903400,0,2,,N,0,0,0,N,Y
888,신평J2(특),34,054,944,903400,0,2,,N,0,0,0,N,Y
081,춘천(개),00,055,902,310400,1,0,033-262-0766,N,3,3,0,N,N
091,대동(개),00,055,906,710500,1,2,055-335-7142,Y,2,2,0,N,N
174,춘천,00,055,902,310400,0,2,033-262-0766,Y,3,10,0,N,N
179,홍천,00,055,902,310400,0,2,033-434-7292,Y,2,3,0,N,N
201,칠곡,00,055,905,610400,0,2,053- 325-8800,Y,5,6,0,N,N
202,다부,00,055,905,610400,0,2,(054-973-5231,Y,1,2,0,N,N
203,가산,00,055,905,610400,0,2,(054-971-8030,Y,3,3,0,N,N
205,군위,00,055,905,610400,0,2,054-382-3664,Y,2,3,0,N,N
206,의성,00,055,905,610400,0,2,054-833-8800,Y,2,3,0,N,N
207,남안동,00,055,905,610500,0,2,054-842-8800,Y,2,3,0,N,N
208,서안동,00,055,905,610500,0,2,054-853-9925,Y,2,3,0,N,N
209,예천,00,055,905,610500,0,2,054-652-0090,Y,1,2,0,N,N
210,영주,00,055,905,610500,0,2,054-638-0125,Y,2,3,0,N,N
211,풍기,00,055,905,610500,0,2,054-637-4941,Y,2,3,0,N,N
216,횡성,00,055,902,310400,0,2,033-345-7467,Y,2,10,0,N,N
217,북원주,00,055,902,310400,0,2,033-731-7152,Y,1,10,0,N,N
218,남원주,00,055,958,310500,0,2,033-747-2728,Y,3,10,0,N,N
219,신림,00,055,958,310500,0,2,033-762-3055,Y,2,10,0,N,N
240,제천,00,055,958,310500,0,2,043-647-7664,Y,3,10,0,N,N
252,대동,00,055,906,710500,0,2,055-335-7141,Y,8,13,0,N,N
374,춘천(특),00,055,902,310400,0,0,,N,0,0,0,N,Y
379,홍천(특),00,055,902,310400,0,0,,N,0,0,0,N,Y
401,칠곡(특),00,055,905,610400,0,0,053-251-6114,N,3,5,0,N,Y
402,다부(특),00,055,905,610400,0,0,053-251-6114,N,1,2,0,N,Y
403,가산(특),00,055,905,610400,0,0,053-251-6114,N,1,2,0,N,Y
405,군위(특),00,055,905,610400,0,0,0571-54-1850,N,1,2,0,N,Y
406,의성(특),00,055,905,610400,0,0,0571-54-1850,N,1,2,0,N,Y
407,남안동(특),00,055,905,610500,0,0,0571-54-1850,N,1,2,0,N,Y
408,서안동(특),00,055,905,610500,0,0,0571-54-1850,N,1,2,0,N,Y
409,예천(특),00,055,905,610500,0,0,,N,8,8,0,N,Y
410,영주(특),00,055,905,610500,0,0,,N,8,8,0,N,Y
411,풍기(특),00,055,905,610500,0,0,,N,8,8,0,N,Y
416,횡성(특),00,055,902,310400,0,0,,N,0,0,0,N,Y
417,북원주(특),00,055,902,310400,0,0,,N,0,0,0,N,Y
418,남원주(특),00,055,958,310500,0,0,0371-732-8211,N,2,3,0,N,Y
419,신림(특),00,055,958,310500,0,0,,N,0,0,0,N,Y
440,제천(특),00,055,958,310500,0,0,,N,0,0,0,N,Y
452,대동(특),00,055,906,710500,0,0,051-809-5301,N,7,12,0,N,Y
521,단양,00,055,958,310500,0,2,043-421-1033,Y,1,10,0,N,N
522,북단양,00,055,958,310500,0,2,043-421-5003,Y,1,10,0,N,N
523,남제천,00,055,958,310500,0,2,043-651-8877,Y,1,10,0,N,N
634,대동(경),00,055,906,710500,0,0,051-809-5301,Y,7,12,0,N,Y
721,단양(특),00,055,958,310500,0,0,,N,0,0,0,N,Y
723,남제천(특),00,055,958,310500,0,0,,N,0,0,0,N,Y
074,덕소삼패,10,060,918,901000,1,2,031-577-2733,Y,0,0,0,N,N
554,동홍천,00,060,902,310700,0,2,033-432-3054,Y,3,9,0,N,N
651,남양주,10,060,918,901000,0,2,031-576-3545,Y,0,0,0,N,N
652,화도,10,060,918,901000,0,2,031-559-2731,Y,0,0,0,N,N
653,서종,10,060,918,901000,0,2,031-771-6712,Y,0,0,0,N,N
654,설악,10,060,918,901000,0,2,031-584-2427,Y,0,0,0,N,N
655,강촌,10,060,918,901000,0,2,033-264-1057,Y,0,0,0,N,N
656,남춘천,10,060,918,901000,0,2,033-261-1662,Y,0,0,0,N,N
657,동산,10,060,918,901000,0,2,033-261-1093,Y,0,0,0,N,N
658,조양,10,060,918,901000,0,2,033-261-1093,Y,0,0,0,N,N
659,동산2,10,060,918,901000,0,2,,Y,0,0,0,N,Y
765,내촌,00,060,902,310900,0,2,033-432-2504,Y,3,3,0,N,N
766,인제,00,060,902,310900,0,2,033-463-2504,Y,3,3,0,N,N
768,서양양,00,060,902,310900,0,2,033-672-8952,Y,3,3,0,N,N
852,화도(특),10,060,918,901000,0,2,,N,0,0,0,N,Y
853,서종(특),10,060,918,901000,0,2,,N,0,0,0,N,Y
854,설악(특),10,060,918,901000,0,2,,N,0,0,0,N,Y
855,강촌(특),10,060,918,901000,0,2,,N,0,0,0,N,Y
856,남춘천(특),10,060,918,901000,0,2,,N,0,0,0,N,Y
857,동산3,10,060,918,901000,0,0,,Y,0,0,0,Y,Y
858,조양(특),10,060,918,901000,0,2,,N,0,0,0,N,Y
859,동산2(특),10,060,918,901000,0,2,,N,0,0,0,N,Y
965,내촌(특),00,060,902,310900,0,0,,N,0,0,0,N,Y
966,인제(특),00,060,902,310900,0,0,,N,0,0,0,N,Y
968,서양양(특),00,060,902,310900,0,0,,N,0,0,0,N,Y
022,옥계(개),00,065,902,310300,1,0,033-534-0538,N,3,3,0,N,N
189,강릉,00,065,902,310300,0,2,033-643-2727,Y,3,10,0,N,N
284,남양양,00,065,902,310300,0,2,033-671-7999,Y,3,10,0,N,N
389,강릉(특),00,065,902,310300,0,0,,N,0,0,0,N,Y
484,현남(특),00,065,902,310300,0,0,,N,0,0,0,N,Y
510,양양,00,065,902,310900,0,2,033-671-1330,Y,3,5,0,N,N
580,북강릉,00,065,902,310300,0,2,033-644-8156,Y,2,3,0,N,N
581,옥계,00,065,902,310300,0,2,033-534-0738,Y,3,10,0,N,N
582,망상,00,065,902,310300,0,2,033-534-0977,Y,2,3,0,N,N
583,동해,00,065,902,310300,0,2,033-533-5504,Y,4,6,0,N,N
584,남강릉,00,065,902,310300,0,2,033-647-0490,Y,5,9,0,N,N
585,하조대,00,065,902,310900,0,2,033-672-7998,Y,3,5,0,N,N
701,북양양,00,065,902,310900,0,2,033-633-9021,Y,3,5,0,N,N
702,속초,00,065,902,310900,0,2,033-636-5590,Y,3,5,0,N,N
703,삼척,00,065,902,310300,0,2,033-576-1224,Y,4,6,0,N,N
704,근덕,00,065,902,310300,0,2,033-576-9225,Y,4,6,0,N,N
706,남경주,00,065,906,710800,0,2,054-742-0015,Y,3,6,0,N,N
707,남포항,00,065,906,710800,0,2,054-291-5788,Y,3,6,0,N,N
708,동경주,00,065,906,710800,0,2,054-777-6975,Y,3,6,0,N,N
710,양양(특),00,065,902,310900,0,0,,N,0,0,0,N,Y
747,범서,00,065,906,710800,0,2,052-212-2504,Y,3,6,0,N,N
780,북강릉(특),00,065,902,310300,0,0,,N,0,0,0,N,Y
781,옥계(특),00,065,902,310300,0,0,,N,0,0,0,N,Y
782,망상(특),00,065,902,310300,0,0,,N,0,0,0,N,Y
783,동해(특),00,065,902,310300,0,0,,N,0,0,0,N,Y
784,남강릉(특),00,065,902,310300,0,0,,N,0,0,0,N,Y
785,하조대(특),00,065,902,310900,0,0,,N,0,0,0,N,Y
901,북양양(특),00,065,902,310900,0,0,,N,0,0,0,N,Y
902,속초(특),00,065,902,310900,0,0,,N,0,0,0,N,Y
903,삼척(특),00,065,902,310300,0,0,,N,0,0,0,N,Y
904,남삼척(특),00,065,902,310300,0,0,,N,0,0,0,N,Y
